artista,biografia,Oyentes,N_Reproducciones,artistas_similares
Seaway,"Seaway are a Canadian pop punk band from Oakville, Ontario, signed to Pure Noise Records and Dine Alone Records. The band has released three EPs and three studio albums, with a fourth, entitled Big Vibe, releasing October 2020. Seaway is: Ryan Locke (vocals), Andrew Eichinger (guitar), Adam Shoji (bass), and Ken Taylor (drums). <a href=""https://www.last.fm/music/Seaway"">Read more on Last.fm</a>",100645,2644258,"['Bearings', 'State Champs', 'WSTR', 'Like Pacific', 'Knuckle Puck']"
Seahaven,"Seahaven came together in 2009 in Torrance, CA as the brainchild of lead singer / songwriter Kyle Soto. Kyle quickly rounded up their line-up with Michael Craver (guitar), Eric FIndlay (drums) and Mike DeBartolo (bass) and released their critically acclaimed debut EP, 'Ghost'. This caught the attention of the buzz punk/indie label, Run for Cover Records (Tigers Jaw, Basement, mewithoutYou) and the band soon released their debut LP 'Winter Forever' via RFC in November 2011. <a href=""https://www.last.fm/music/Seahaven"">Read more on Last.fm</a>",137726,4870223,"['Mat Kerekes', 'Citizen', 'Balance and Composure', 'Have Mercy', 'Tigers Jaw']"
Gumm,"There are at least three acts / bands called Gumm (or GUMM, or GuMM).

1. Gumm is a melodic hardcore band from Chattanooga, TN, United States. With a penchant for emotive melodies and high-energy musical arrangements, Gumm creates tunes that put them in the same sonic wheelhouse as bands like Praise and Turning Point.

2. Gumm was a British bubblegum rock act from the early 1970s. Hopelessly anonymous, we know that their two singles were overseen by Belfast-based producer Arthur McClintock. <a href=""https://www.last.fm/music/Gumm"">Read more on Last.fm</a>",21326,249296,"['Destiny Bond', 'Squint', 'End It', 'Mil-Spec', 'Restraining Order']"
The Vices,"The Vices are a 'garage pop band' from the town of Groningen, The Netherlands.

Effectively a continuation of Ten Years Today (a band in which three out of four Vices members were active), The Vices were established in January 2019, making their stage début as the support-act for Yungblud, who didn't hesitate and asked the band to open for him on a string of U.K. dates. Their début single, 'So It Goes', was released in February 2019.

In 2019 and 2020 the band released a string of singles and two EPs: Life Grows (2019) and Good Morning City <a href=""https://www.last.fm/music/The+Vices"">Read more on Last.fm</a>",37632,548868,"['POM', 'Son Mieux', 'Tramhaus', 'Wies', 'Froukje']"
Tom Stormy Trio,"Tom Stormy (drums), after 10 years playing with Mystery Gang, cameforth with a brand new rockabilly act named 'The Tom Stormy Trio'. The band has already finished recording their first album 'Respect For The '50s as well as filming a very cool video to go along with it. Tom is one of the leading bad boys of the hungarian rockabilly scene. With 10 years of playing drums in Mystery Gang, more than 1500 gigs, a number of albums published by japanese <a href=""https://www.last.fm/music/Tom+Stormy+Trio"">Read more on Last.fm</a>",1431,23001,"['Mystery Gang', 'Reckless Ones', 'The Baboons', 'The Rocker Covers', 'Pat Capocci']"
toe,"There are three groups with the name Toe:

1. toe (Japanese band) is a Japanese math-rock / post-rock / instrumental  music group.

2. Toe (American band) is a Chicago post-rock music group.

3. Toe (English band) is a experimental/noise rock band from Ipswich.

japanese band : http://www.toe.st/

toe is a Japanese music group that formed in 2000. Although mentioned in many post-rock circles, their song structure and dynamics are similar to many popular math rock artists. <a href=""https://www.last.fm/music/toe"">Read more on Last.fm</a>",512614,22083476,"['Via Luna', 'a picture of her', 'How to count one to ten', '3nd', '大象體操']"
Wimps,"wimps are a 3-piece from Seattle. (Not to be confused with Wimp from Olympia from 1979)

---

Let’s face the facts, people. Wimps aren’t here to beat around the bush with some pandering, meandering hyperbolic mission statement that’s out to change the way you see the world, unless you like getting punched in the face until you can’t see straight.

Wimps are a Seattle three-piece that inject jaunty, neurotic punk songs with well-crafted crack-pop sensibilities. <a href=""https://www.last.fm/music/Wimps"">Read more on Last.fm</a>",28289,238594,"['Nobunny', 'Jacuzzi Boys', 'The Babies', 'Bleached', 'FIDLAR']"
Iamthecoffin.," <a href=""https://www.last.fm/music/IAmTheCoffin."">Read more on Last.fm</a>",38523,430065,"['knola', 'Camp Ghost', 'The Obsessives', ""Panucci's Pizza"", ""Thank You, I'm Sorry""]"
The World Is A Beautiful Place & I Am No Longer Afraid To Die,"The World Is a Beautiful Place & I Am No Longer Afraid to Die are an emo / indie rock band from Willimantic, CT. The band was formed in 2009 and has undergone several lineup changes since its inception. TWIABP's now 9 piece lineup writes the songs collaboratively and often on-the-spot with vocal duties shared by 5 members. The band's sound is easily compared to second wave post-emo indie rock bands of the late 90s and early 2000s and their atmospheric moments are often tagged as ""post-rock. <a href=""https://www.last.fm/music/The+World+Is+a+Beautiful+Place+&+I+Am+No+Longer+Afraid+to+Die"">Read more on Last.fm</a>",304255,11885239,"['The Hotelier', 'Deer Leap', 'Foxing', 'Empire! Empire! (I Was a Lonely Estate)', 'Everyone Everywhere']"
I Hate Myself Because,"Maksym Semeniuk, better known as I Hate Myself Because, is an indie-rock musician based in Ukraine. He rose to prominence in 2020 through Instagram, capturing a favorable audience with his single ""I Feel Bad"". Since then, he has amassed a dedicated following of over 650,000 monthly listeners on Spotify as of January 2023. <a href=""https://www.last.fm/music/I+Hate+Myself+Because"">Read more on Last.fm</a>",177119,2043446,"['inuday', 'Vundabar', 'Benches', 'Slutever', 'Sir Chloe']"
Miss Kittin,"Caroline Hervé, known professionally as Miss Kittin, is a French electronic music producer, DJ, singer and songwriter. Since rising to prominence in 1998 for her singles ""1982"" and ""Frank Sinatra"" with The Hacker, she has worked with other musicians such as Chicks on Speed, Felix da Housecat and Golden Boy. She released her debut solo album I Com in 2004, a second, BatBox, in 2008, and a third,  Calling from the Stars, in 2013. She achieved international popularity with the singles ""Rippin Kittin"" and ""Screen Shower Scene"". <a href=""https://www.last.fm/music/Miss+Kittin"">Read more on Last.fm</a>",403292,5776730,"['Miss Kittin & The Hacker', 'Felix da Housecat', 'Vive La Fête', 'Golden Boy with Miss Kittin', 'The Hacker']"
ITCHY,"Itchy (ex-Itchy Poopzkid) is a German punk rock band formed in 2001. The group consists of Sebastian Hafner (vocals, guitar, bass), Daniel Friedl (vocals, guitar, bass) and Max Zimmer (drums). <a href=""https://www.last.fm/music/Itchy"">Read more on Last.fm</a>",66979,1304439,"['Donots', 'Montreal', 'Zebrahead', 'Schmutzki', 'I Hate Kate']"
Point North,"Point North are an American band based in Los Angeles, California consisting of Jon Lundin (vocals), Andy Hershey (guitar) and Sage Weeber (drums).  The band is signed to Hopeless records and released their debut album Brand New Vision in August of 2020, featuring popular song Into The Dark. To date, the band have only headlined once on a sold North American tour in April 2022. 

Point North dropped their sophomore record Prepare For Despair in August of 2023. <a href=""https://www.last.fm/music/Point+North"">Read more on Last.fm</a>",219972,6089052,"['Nerv', 'Rain City Drive', 'Awaken I Am', 'Wind Walkers', 'Fame On Fire']"
Choir Boy,"
""Choir Boy"" was what kids called singer/songwriter Adam Klopp in his early teens when he fronted punk cover bands in Cleveland, Ohio. An intended insult, the label seemed fair and fitting in a way, given Klopp's religious upbringing and angelic voice. After high school, Adam left Ohio for college in Utah. While his career as a student would prove short-lived, he integrated into Provo and SLC's underground music and art scene, left religion behind, and called his new band ""Choir Boy"". <a href=""https://www.last.fm/music/Choir+Boy"">Read more on Last.fm</a>",140059,2363739,"['Body of Light', 'Drab Majesty', 'Riki', 'SRSQ', 'Korine']"
Coma Svensson," <a href=""https://www.last.fm/music/Coma+Svensson"">Read more on Last.fm</a>",9102,69872,"['Sven Karlsson', 'STRIKING VIPERS', 'Carvings', 'Allister', 'Wellmess']"
Stick To Your Guns,"Stick to Your Guns is a metalcore band from Orange County, California, formed in 2003. Heavily influenced by the Orange County hardcore scene, their music, message, style, and sound can perhaps be compared to bands like Bleeding Through and Throwdown. The band's lyrics address subjects ranging from self-reflection to political and social statements. Stick to Your Guns identifies with the straight edge subculture and George Schmitz once described it <a href=""https://www.last.fm/music/Stick+to+Your+Guns"">Read more on Last.fm</a>",259309,14071790,"['The Ghost Inside', 'Stray From the Path', 'Counterparts', 'Comeback Kid', 'Gideon']"
Feine Sahne Fischfilet,"Feine Sahne Fischfilet (also known as FSF) is a German ska-punk band formed in 2007 in Demmin. 

The consist of Jan “Monchi” Gorkow(voc), Christoph ""Tscherni"" Sell (guit, voc), Kai “Champ” Irrgang(bass), Olaf “Hasenbaby”(drums), Jacobus ""Köbi"" North(trumpet) and Max ""Mäxer"" Bobzin(trumpet).

They were inspired by bands like Früchte des Zorns, but also compared to The Mighty Mighty Bosstones. Their music style consists mostly of punk and ska <a href=""https://www.last.fm/music/Feine+Sahne+Fischfilet"">Read more on Last.fm</a>",58507,3043251,"['Sondaschule', 'Broilers', 'Swiss & Die Andern', 'Dritte Wahl', 'Wizo']"
The Bombers,"Canadian disco studio group in the late 70's <a href=""https://www.last.fm/music/The+Bombers"">Read more on Last.fm</a>",3398,28722,"['A.D.L. 122', 'The Meantraitors', 'Civico 88', 'Dente di lupo', 'Peggior Amico']"
Clara Kimera," <a href=""https://www.last.fm/music/Clara+Kimera"">Read more on Last.fm</a>",28752,157571,"['Myd', 'Crystal Murray', 'Laurent Garnier', 'Notinbed', 'Alan Braxe']"
Down To Nothing,"Down to Nothing (or DTN) is a straight edge hardcore band based out of Richmond, Virginia. Since their inception in 2000, DTN have toured all over the United States, Europe, and Australia. Their most recent studio recording is a CD/vinyl release titled ""The Most"" on Revelation Records which was released on July 15, 2007. DTN's first two albums, ""Save It for the Birds"" and ""Splitting Headache"" are currently out of print, but are set to be re-released in February on one CD/LP, titled ""Unbreakable."" <a href=""https://www.last.fm/music/Down+to+Nothing"">Read more on Last.fm</a>",83303,4171289,"['Guns Up!', 'Backtrack', 'Bracewar', 'Cruel Hand', 'Rotting Out']"
Covet,"There are two bands with the name covet:

Covet (Math rock band from San Jose)
Based in San Jose and consisting of guitarist Yvette Young, bassist Brandon Dove, and drummer Jessica Burdeaux.

CoVet (side project by Michael Areklett)
Former bassist of the rock band London After Midnight, making dark pop with a strong soundtrack feeling. <a href=""https://www.last.fm/music/Covet"">Read more on Last.fm</a>",195974,4113182,"['Yvette Young', 'CHON', 'Floral', 'Clever Girl', 'Via Luna']"
Feed Me Jack,"Feed Me Jack were an Indie/Progressive Rock group from Santa Cruz, CA. The group was founded by members Sven Gamsky and Robert Ross, later introducing members Jake Thornton and Glenn Carson. Carson left the band in 2013 and Feed Me Jack was then comprised of members Sven Gamsky, Robert Ross, Jake Thornton, Eric Lawson, and Cameron Lampert. Throughout their 4-year career, Feed Me Jack have released a total of 1 LP, 2 EPs, and 1 cover album.

Written, recorded, and produced by Feed Me Jack in Oakland, CA  <a href=""https://www.last.fm/music/Feed+Me+Jack"">Read more on Last.fm</a>",132205,2855285,"['Bobbing', 'Hikes', 'TTNG', 'Delta Sleep', 'Floral']"
SR-71,"Formed in Baltimore, MD, United States in 1998, SR-71 has produced three major-label albums: Now You See Inside, Tomorrow, and Here We Go Again.

After becoming instant Top 40 material with their driving hit Right Now and the lesser-known Politically Correct on their first album, the band slowly shied from the limelight for its second album, part of the reason the third album was not released in the US.

In recent days lead singer Mitch Allan has pursued a solo career, reworking some SR-71 songs and creating some of his own. <a href=""https://www.last.fm/music/SR-71"">Read more on Last.fm</a>",449980,6562938,"['Sugarcult', 'American Hi-Fi', 'Bowling for Soup', 'Zebrahead', 'The Ataris']"
Bay Faction,"Bay Faction were a three-piece indie rock band from Boston, Massachusetts. The band consisted of James McDermott (vocals), Kris Roman (bass), and Alex Agresti (drums).
A faction of musicians who played music by a bay. <a href=""https://www.last.fm/music/Bay+Faction"">Read more on Last.fm</a>",165997,3139436,"['It Looks Sad.', 'Riley!', 'Remo Drive', 'Microwave', 'Prince Daddy & The Hyena']"
